PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
194.75,289.7925,1.305,9.39,6.0575,,4.58,1.4175,,,,23.685,82.735,0.94,231.5025,0.0,850.0,357.9,Very Poor,Surat
175.5,265.8975,1.2325,9.455,6.03,,5.195,1.3975,,,,23.32,85.3425,0.61,169.7125,0.0,850.0,343.3,Very Poor,Surat
208.5,336.65,1.195,9.37,5.9525,,5.7575,1.46,,,,23.305,82.6275,0.6825,204.38,0.0,850.0,368.4,Very Poor,Surat
202.75,315.9925,1.1625,9.4825,5.99,,7.2525,1.3575,,,,23.1925,75.685,1.4325,213.3425,0.0,850.0,364.0,Very Poor,Surat
188.125,275.8,1.21,9.375,5.97,,8.0875,1.2125,,,,22.935,74.57,1.37,217.19,34.395,850.0,352.9,Very Poor,Surat
148.25,217.9325,1.3225,9.405,6.075,,10.0,1.41,,,,24.8,68.9775,1.44,214.8975,174.5025,850.0,322.5,Very Poor,Surat
151.3,247.8,1.285,9.5425,6.12,,17.2125,1.67,,,,27.5525,61.6425,1.705,209.05,335.4225,850.0,324.8,Very Poor,Surat
197.5,297.9675,1.05,9.525,5.92,,10.1575,1.3825,,,,30.7125,56.89,1.255,200.275,418.2675,850.0,360.0,Very Poor,Surat
142.25,214.5925,1.225,9.455,6.0275,,5.9425,1.4,,,,33.1475,47.655,1.0525,186.6925,471.7575,850.0,317.9,Very Poor,Surat
129.75,215.2425,1.385,9.3075,6.075,,5.1825,1.3725,,,,35.34,39.755,0.89,178.2,451.125,850.0,308.4,Very Poor,Surat
112.1675,165.9325,1.405,9.3425,6.1125,,4.78,1.2775,,,,36.295,35.3625,0.9475,121.2425,399.5,850.0,274.2,Poor,Surat
90.25,134.8975,1.355,9.3575,6.08,,4.3675,1.0675,,,,37.275,33.34,1.025,173.1125,309.075,850.0,201.8,Poor,Surat
68.7925,103.0325,1.3075,9.4075,6.0675,,4.25,0.97,,,,36.4325,37.4375,0.9425,165.1525,225.7525,850.0,130.0,Moderate,Surat
64.0,107.925,1.1725,9.365,5.9325,,4.2925,0.9625,,,,35.79,38.15,0.935,162.17,128.88,850.0,114.2,Moderate,Surat
61.0,93.1675,1.25,9.37,5.9975,,4.275,1.015,,,,33.6825,44.5625,0.7775,189.0325,41.89,850.0,104.3,Moderate,Surat
73.0975,130.21,1.3525,9.3875,6.0925,,4.4275,1.185,,,,29.29,68.3225,0.72,180.275,0.71,850.0,144.2,Moderate,Surat
111.75,235.62,1.3725,9.31,6.0675,,4.6525,1.405,,,,27.635,77.275,0.6775,196.6925,0.0,850.0,272.8,Poor,Surat
117.3825,221.2675,1.27,9.445,6.0575,,4.52,1.415,,,,26.6275,83.6875,0.475,176.7525,0.0,850.0,291.4,Poor,Surat
128.0,206.515,1.105,9.52,5.9625,,4.4075,1.36,,,,26.1175,87.5025,0.5325,193.535,0.0,850.0,307.1,Very Poor,Surat
130.9,198.45,1.235,9.37,5.99,,4.1725,1.36,,,,25.16,89.5425,0.2675,195.9,0.0,850.0,309.3,Very Poor,Surat
157.5,222.6325,1.315,9.3675,6.0525,,4.0925,1.5625,,,,24.715,92.1075,0.42,184.0425,0.0,850.0,329.6,Very Poor,Surat
220.875,307.2675,1.305,9.44,6.0825,,4.12,1.6725,,,,24.9125,87.1375,0.58,154.64,0.0,850.0,377.8,Very Poor,Surat
253.3075,351.35,1.23,9.5375,6.0725,,4.5225,1.91,,,,24.7075,82.5275,0.3825,216.5175,0.0,850.0,402.3,Severe,Surat
245.8225,388.8075,1.2225,9.43,6.01,,4.935,1.8325,,,,24.4825,81.4075,0.47,221.885,0.0,850.0,396.8,Very Poor,Surat
233.925,374.525,1.4,9.2975,6.085,,4.8975,1.695,,,,24.28,81.81,0.4175,132.675,0.0,850.0,387.8,Very Poor,Surat
221.75,310.5175,1.3875,9.5,6.18,,5.0,1.7975,,,,23.94,83.52,0.4175,173.9225,0.0,850.0,378.5,Very Poor,Surat
220.9175,316.8325,1.2875,9.47,6.0825,,4.7225,1.71,,,,23.6075,89.4525,0.405,237.1125,0.0,850.0,377.9,Very Poor,Surat
193.5,277.94,1.1525,9.5025,5.9925,,5.1575,1.695,,,,22.9175,89.245,0.8325,216.335,0.0,850.0,357.0,Very Poor,Surat
239.25,334.5325,1.325,9.44,6.0975,,5.405,1.7175,,,,22.8025,85.0325,0.6925,214.9025,32.4375,850.0,391.8,Very Poor,Surat
272.25,394.785,1.3125,9.34,6.035,,7.55,1.8975,,,,24.4575,78.5725,1.67,212.5425,155.8925,850.0,409.8,Severe,Surat
237.5,360.9675,1.3725,9.43,6.13,,7.4125,1.77,,,,26.995,70.0125,1.09,183.1625,289.0625,850.0,390.5,Very Poor,Surat
222.6925,326.2,1.31,9.385,6.0575,,7.165,1.7325,,,,29.9425,59.5175,1.455,132.0425,379.2275,850.0,379.2,Very Poor,Surat
201.175,284.5325,1.485,9.3775,6.195,,5.53,1.29,,,,31.7875,49.705,1.665,123.7625,445.97,850.0,362.8,Very Poor,Surat
113.6175,162.6,1.4075,9.435,6.1625,,4.9325,1.1625,,,,33.115,46.3,1.58,118.4125,439.1525,850.0,278.9,Poor,Surat
99.0,139.81,1.2125,9.4575,6.015,,5.33,0.9475,,,,33.1975,42.1975,2.4025,175.0075,394.89,850.0,230.7,Poor,Surat
80.4675,116.29,1.2725,9.2575,5.955,,4.84,0.8,,,,34.12,37.4325,1.7,176.145,309.5125,850.0,168.5,Moderate,Surat
58.55,79.9675,1.255,9.4225,6.0275,,4.535,0.7975,,,,34.26,37.8125,1.2575,134.8625,172.5775,850.0,97.6,Satisfactory,Surat
55.6925,72.3325,1.13,9.3325,5.8825,,4.47,0.85,,,,34.33,38.605,0.855,101.1725,80.675,850.0,93.0,Satisfactory,Surat
56.8925,83.5,1.3325,9.405,6.0825,,4.4175,1.0375,,,,32.7475,43.7125,0.6825,83.3425,27.905,850.0,94.9,Satisfactory,Surat
58.515,107.87,1.195,9.2875,5.91,,4.5575,1.285,,,,30.4675,56.24,1.4,59.55,0.245,850.0,106.2,Moderate,Surat
102.55,154.5675,1.2275,9.3725,5.985,,4.6,1.4775,,,,29.31,61.0775,1.02,57.165,0.0,850.0,242.4,Poor,Surat
102.5,158.8,1.4875,9.29,6.15,,4.595,1.5525,,,,28.5725,62.97,0.8425,103.02,0.0,850.0,242.2,Poor,Surat
116.725,151.3,1.265,9.4075,6.03,,4.42,1.525,,,,28.0175,67.19,0.7625,99.1475,0.0,850.0,289.2,Poor,Surat
116.825,169.6675,1.26,9.4525,6.0525,,4.29,1.585,,,,27.2725,67.91,0.4375,90.695,0.0,850.0,289.5,Poor,Surat
110.9675,159.9,1.37,9.36,6.0925,,4.2375,1.555,,,,26.6725,67.1325,0.445,169.035,0.0,850.0,270.2,Poor,Surat
115.5,158.3525,1.2925,9.48,6.0925,,4.4075,1.54,,,,26.8125,61.53,0.465,146.7325,0.0,850.0,285.2,Poor,Surat
116.1325,171.3325,1.425,9.3425,6.13,,4.29,1.3625,,,,26.3675,61.5025,0.48,137.325,0.0,850.0,287.2,Poor,Surat
101.1,148.35,1.3275,9.435,6.0975,,4.41,1.1675,,,,26.0425,62.255,0.9325,205.1,0.0,850.0,237.6,Poor,Surat
