PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
37.87,183.505,17.4025,58.1775,44.355,45.0225,9.9525,0.8725,13.85,1.0275,2.1675,,100.0,0.965,309.7175,22.525,732.79,156.1,Moderate,Jaipur
34.9,175.11,17.42,46.93,38.48,41.92,9.26,0.82,13.42,1.26,1.4,,100.0,1.34,282.68,38.3,733.28,150.6,Moderate,Jaipur
37.02,160.3825,14.2175,55.8875,40.6025,40.4975,10.485,0.825,19.4275,2.0575,1.725,,100.0,1.5275,285.5625,111.675,734.31,140.9,Moderate,Jaipur
41.55,142.17,20.8175,58.8275,47.4275,45.965,11.9325,1.0275,19.7,2.2725,1.8325,,100.0,1.58,339.41,141.2,734.5025,128.8,Moderate,Jaipur
15.52,118.7,10.28,62.1,40.68,43.93,12.31,0.68,22.47,1.65,1.4,,100.0,1.49,339.41,210.0,734.06,113.3,Moderate,Jaipur
56.0,113.965,14.245,62.6625,44.165,44.1875,8.88,0.395,29.12,1.11,2.3275,,94.9825,1.1975,333.615,512.225,733.0675,110.2,Moderate,Jaipur
33.17,113.94,11.19,61.25,40.98,40.56,5.45,0.29,34.1025,1.0275,1.865,,84.9925,1.0225,171.9075,520.35,732.3675,110.2,Moderate,Jaipur
11.6075,113.94,11.19,61.25,40.98,40.56,5.55575,0.30725,41.4175,0.9075,1.8525,,80.5975,0.905,340.9975,391.225,731.71,110.2,Moderate,Jaipur
20.0,95.86,59.755,31.315,75.34,47.8975,6.9305,0.5315,42.4975,0.9525,2.0525,,79.83,1.0675,254.2875,249.775,731.6475,95.9,Satisfactory,Jaipur
55.355,130.53,84.2425,14.0225,91.3475,59.6375,8.6225,0.8075,35.2525,0.8325,2.045,,84.8525,0.9875,30.0075,126.575,731.925,121.1,Moderate,Jaipur
48.0175,169.48,13.255,77.685,51.22,86.135,8.0175,1.0125,33.79,1.42,2.1075,,91.575,0.795,190.5025,37.325,732.375,146.9,Moderate,Jaipur
70.52,119.27,16.04,71.78,50.36,86.62,6.86,1.01,33.619347,3.01,5.75,,99.49,0.8,356.38,18.1,732.68,135.7,Moderate,Jaipur
39.2825,104.59,24.7175,76.2575,59.6625,95.9225,6.86,1.105,31.40087,2.91,5.3,,100.0,0.7825,26.855,18.875,733.145,104.0,Moderate,Jaipur
29.65,98.83,23.37,71.0275,55.85,91.375,7.157959,1.015,28.670435,4.09,6.3425,,100.0,0.75,4.1025,19.4,733.6875,98.9,Satisfactory,Jaipur
24.83,106.86,14.6575,65.1025,45.77,78.0625,7.634694,0.1525,25.94,3.475,6.35,,100.0,0.66,41.9275,19.225,733.815,105.5,Moderate,Jaipur
22.41,94.98,8.2675,60.23,38.0975,66.0225,8.111428,0.0,23.209566,3.4275,6.56,,100.0,0.5225,241.185,19.45,733.82,95.1,Satisfactory,Jaipur
22.41,94.98,8.8875,59.17,38.045,64.765,8.588163,0.0,20.47913,3.4825,6.285,,100.0,0.345,330.6825,19.75,733.5925,95.1,Satisfactory,Jaipur
53.6,89.805,4.965,53.095,31.725,55.97,9.064898,0.3725,17.115652,1.6875,2.945,,100.0,0.22,176.8925,20.35,733.3825,90.0,Satisfactory,Jaipur
42.01,86.73,2.2625,44.6425,25.1375,44.2275,9.541633,0.4575,13.83,1.02,2.12,,100.0,0.2025,312.2325,20.525,733.1625,87.0,Satisfactory,Jaipur
34.5425,89.79,2.5225,42.25,24.095,42.6575,,0.015,14.0,1.065,2.1925,,100.0,0.3625,327.1,20.9,732.955,90.0,Satisfactory,Jaipur
34.21,90.81,1.89,39.4525,22.13,39.2275,,0.0,16.08,0.99,2.05,,100.0,0.5625,333.2375,19.7,732.6975,91.0,Satisfactory,Jaipur
34.21,90.81,1.995,38.92,21.93,38.775,,0.0,14.9925,1.0775,1.905,,100.0,0.2875,271.975,19.875,732.535,91.0,Satisfactory,Jaipur
44.25722,92.30167,4.885,48.8925,29.46,50.01,,0.0,16.4175,1.11,2.0675,,100.0,0.4975,336.07,19.175,732.5375,92.5,Satisfactory,Jaipur
60.33278,94.68833,7.155,55.825,34.9,59.8875,,0.0,15.6375,1.0175,1.97,,100.0,0.65,27.71,18.65,732.7525,102.1,Moderate,Jaipur
