PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
30.25,32.0,1.425,10.825,6.875,19.7,5.475,0.81,21.61,,0.7,,71.0,0.55,168.0,16.0,,51.4,Satisfactory,Chennai
6.25,12.25,2.725,13.15,9.2,36.4,7.75,0.7325,33.9075,,0.95,,69.5,0.5,168.0,16.0,,36.6,Good,Chennai
9.5,21.75,3.85,15.825,11.55,29.35,7.65,0.8225,16.7125,,1.05,,69.5,0.35,168.0,16.0,,41.1,Good,Chennai
21.5,37.25,5.2,17.0,13.3,27.625,7.375,0.75,14.75,,1.025,,69.5,0.575,178.75,16.0,,37.5,Good,Chennai
8.0,32.0,4.7,5.925,6.95,21.625,7.025,0.535,15.0925,,0.75,,70.0,1.575,232.5,16.0,,32.0,Good,Chennai
8.25,29.0,1.7,4.8,3.9,9.825,5.65,0.535,6.47,,0.625,,72.0,1.6,229.0,16.0,,29.0,Good,Chennai
8.5,19.75,1.625,4.65,3.8,10.475,6.025,0.5,6.47,,0.325,,72.5,1.625,225.75,15.25,,25.0,Good,Chennai
7.0,19.0,1.35,5.425,3.925,10.1,6.225,0.48,14.9925,,0.225,,71.75,1.725,229.75,15.0,,24.0,Good,Chennai
6.0,16.75,1.075,4.5,3.225,19.35,6.225,0.4575,12.4475,,0.1,,71.5,1.675,245.5,15.0,,22.9,Good,Chennai
3.25,9.5,2.1,6.55,5.05,35.7,7.85,0.425,33.96,,0.4,,69.0,1.7,247.0,41.5,,34.0,Good,Chennai
4.5,10.75,2.1,7.6,5.8,26.225,7.6,0.45,16.3675,,0.225,,68.5,2.15,248.75,100.25,,22.5,Good,Chennai
7.0,20.25,2.15,7.25,5.625,23.325,7.525,0.4925,14.8,,0.2,,68.75,1.725,230.75,146.5,,24.6,Good,Chennai
11.5,23.25,3.55,7.275,6.75,19.45,6.95,0.5275,18.4725,,0.25,,69.75,2.575,220.25,367.0,,26.4,Good,Chennai
18.0,24.25,1.925,5.775,4.625,8.45,6.075,0.4275,19.8425,,0.2,,72.25,3.3,236.5,482.0,,30.0,Good,Chennai
24.0,34.0,1.575,4.9,3.85,8.125,6.075,0.44,23.1775,,0.2025862,,72.0,3.25,227.5,537.5,,40.0,Good,Chennai
19.0,28.75,1.575,4.65,3.75,7.825,5.85,0.4375,19.7,,0.21551724,,71.75,3.475,234.75,532.0,,31.7,Good,Chennai
5.0,28.25,1.15,5.15,3.65,15.7,5.925,0.415,21.07,,0.22931035,,70.5,3.2,230.5,389.0,,28.2,Good,Chennai
7.25,25.75,1.825,5.9,4.65,34.275,7.75,0.3175,76.8325,,0.24310344,,68.5,3.175,234.5,247.75,,77.3,Satisfactory,Chennai
