PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
6.885,44.1,9.37,9.4375,18.77,23.0025,1.5175,0.435,9.165,1.245,,29.44,81.345,0.795,227.895,4.63,850.0,44.1,Good,Mumbai
10.5,61.75,6.395,14.1375,20.53,16.8575,1.42,0.515,7.7575,1.69,,29.4325,81.5575,0.645,209.98,4.369634,850.0,62.5,Satisfactory,Mumbai
9.1925,53.845,8.58,12.275,20.8175,13.1825,1.48,0.485,7.065,1.515,,29.3775,81.6325,0.65,220.5425,3.9530487,850.0,54.8,Satisfactory,Mumbai
11.8075,41.6325,5.8375,10.745,16.5825,11.4825,1.59,0.44,7.235,1.455,,29.2825,82.945,0.735,229.475,3.5364635,850.0,41.6,Good,Mumbai
12.0,41.0,9.205,11.22,20.425,10.0825,1.4325,0.4375,9.105,1.3425,,29.215,83.3475,0.7175,222.26,3.119878,850.0,41.0,Good,Mumbai
12.0,62.785,5.25,6.825,12.0725,7.2275,1.4,0.37,8.295,1.725,,29.235,82.755,0.5625,192.705,2.7032926,850.0,63.5,Satisfactory,Mumbai
10.255,64.9,9.335,6.995,16.33,6.215,1.65,0.3925,8.17,1.5425,,29.0825,82.9225,0.5325,192.4125,2.2867074,850.0,65.6,Satisfactory,Mumbai
16.5525,42.2675,3.865,4.2775,8.145,8.92,1.3325,0.35,9.2925,0.98,,29.055,82.5425,0.54,208.815,,850.0,42.3,Good,Mumbai
2.0225,48.5775,4.0325,3.8925,7.9175,9.785,1.2875,0.36,9.005,0.885,,29.0425,83.195,0.5325,214.9375,,850.0,48.6,Good,Mumbai
1.0,33.8,3.35,2.7025,6.0575,17.0525,1.41,0.33,9.38,0.72,,29.015,83.4725,0.6175,219.4425,,850.0,33.8,Good,Mumbai
2.755,29.21,4.82,6.4675,11.29,13.54,1.4625,0.4525,8.6075,0.64,,29.1325,82.3875,0.58,213.5425,,850.0,29.2,Good,Mumbai
9.5525,64.0475,6.9875,7.66,14.7175,11.615,1.18,0.4475,7.9475,0.6875,,29.4975,81.3075,0.615,197.285,21.0325,850.0,64.8,Satisfactory,Mumbai
17.51,58.4,14.3425,9.725,24.065,10.075,1.455,0.4925,7.155,0.82,,30.985,77.17,0.6525,209.4225,112.5775,850.0,59.2,Satisfactory,Mumbai
21.7675,122.6,11.2625,5.5525,16.805,7.5225,1.46,0.4125,7.405,0.8475,,31.775,74.095,0.7125,213.455,188.97,850.0,115.9,Moderate,Mumbai
9.795,73.75,8.465,5.15,13.6125,6.285,1.45,0.3975,7.5925,0.7475,,32.5325,70.855,0.9075,215.7125,429.8075,850.0,74.3,Satisfactory,Mumbai
9.935,49.215,8.6775,5.48,14.1225,6.36,1.38,0.4225,8.355,0.555,,33.1025,68.985,1.0525,230.04,622.935,850.0,49.2,Good,Mumbai
9.13,42.635,14.525,6.935,21.4975,5.14,1.625,0.4325,11.6675,0.56,,32.4975,69.74,1.415,243.645,708.2875,850.0,42.6,Good,Mumbai
9.935,80.835,18.665,8.265,26.9,16.6675,1.855,0.46,8.395,0.625,,33.47,65.9975,1.26,235.1675,688.45,850.0,81.2,Satisfactory,Mumbai
11.8775,108.65,11.2175,9.2175,20.4425,14.63,1.515,0.45,9.555,0.6825,,33.58,63.695,1.6475,242.9675,606.495,850.0,106.7,Moderate,Mumbai
13.8725,134.6275,10.3025,6.86,17.1625,12.1825,1.555,0.3925,11.18,0.6525,,33.295,66.065,1.605,254.2125,488.985,850.0,123.9,Moderate,Mumbai
17.745,99.9,6.3275,13.0675,19.3875,12.3425,1.4425,0.435,13.45,0.975,,32.8775,68.085,1.6125,256.605,333.1325,850.0,99.9,Satisfactory,Mumbai
27.75,117.5,12.3,14.1125,26.4125,8.645,1.52,0.495,9.5375,1.19,,32.1525,69.98,1.445,243.2875,183.4625,850.0,112.6,Moderate,Mumbai
32.8725,128.735,8.4975,14.6875,23.18,6.7525,1.645,0.5075,9.695,1.1425,,30.97,73.6725,1.31,228.8675,33.2825,850.0,120.0,Moderate,Mumbai
16.1,70.2725,10.89,18.4175,29.295,7.52,1.7175,0.5875,6.85,1.1325,,30.0375,78.02,1.0825,247.9025,0.21,850.0,70.9,Satisfactory,Mumbai
17.8075,96.365,13.6125,18.8875,32.5075,15.3975,1.1225,0.5925,5.5375,1.3325,,29.77,79.515,0.9125,231.13,0.21,850.0,96.4,Satisfactory,Mumbai
17.065,80.0025,11.3425,18.82,30.155,18.0075,1.285,0.58,5.2025,1.41,,29.6275,80.8575,0.8225,243.31,0.21324325,850.0,80.4,Satisfactory,Mumbai
9.51,60.055,7.705,16.0,23.7,13.105,1.435,0.535,5.59,1.9075,,29.4225,82.34,0.7425,224.35,0.2218919,850.0,60.9,Satisfactory,Mumbai
11.8075,55.2,5.7525,10.6725,16.4275,12.075,0.8375,0.485,7.515,1.3425,,29.2775,83.4375,0.62,223.7325,0.23054054,850.0,56.1,Satisfactory,Mumbai
8.255,44.58,8.6625,8.3175,16.9975,11.8775,0.8,0.485,8.0325,1.1575,,29.18,83.9325,0.5025,210.3125,0.2391892,850.0,44.6,Good,Mumbai
19.2675,91.36,5.6825,8.695,14.34,8.425,1.0875,0.435,8.0375,0.825,,29.1025,84.4175,0.5475,201.9475,0.24783784,850.0,91.5,Satisfactory,Mumbai
12.49,53.15,3.31,6.4575,9.7725,6.7125,1.35,0.3975,7.065,0.6725,,28.88,84.9375,0.525,187.3575,0.25648648,850.0,54.1,Satisfactory,Mumbai
12.0,27.25,4.95,6.3575,11.305,6.37,1.46,0.3475,7.665,0.8275,,28.925,84.58,0.53,181.1225,0.2618919,850.0,27.2,Good,Mumbai
12.935,96.095,6.205,6.1325,12.355,9.395,1.5375,0.3575,7.8675,1.09,,28.965,84.985,0.5775,174.7475,,850.0,96.2,Satisfactory,Mumbai
8.305,42.05,6.6625,8.4975,15.17,14.625,1.17,0.345,7.5225,1.1675,,28.925,84.0875,0.52,202.1825,,850.0,42.0,Good,Mumbai
12.695,53.25,13.315,7.905,21.2175,10.2175,1.4325,0.4,7.0025,0.8025,,29.0675,83.0025,0.51,204.7525,8.36,850.0,54.2,Satisfactory,Mumbai
8.32,46.4225,12.395,5.1075,17.4275,7.7225,1.6125,0.42,8.795,0.685,,30.085,79.7775,0.6675,214.52,43.9825,850.0,46.4,Good,Mumbai
10.8075,41.25,14.515,5.415,19.905,11.135,1.585,0.3775,7.9,0.705,,32.015,73.3875,0.7075,207.235,181.65,850.0,41.2,Good,Mumbai
18.51,76.995,14.2075,6.3925,20.5375,8.2325,1.595,0.375,8.7125,0.555,,34.19,64.5275,0.695,188.4825,415.5525,850.0,77.5,Satisfactory,Mumbai
15.255,65.74,27.89,15.305,43.2375,5.6825,1.6825,0.405,8.9475,0.6375,,34.79,62.28,0.885,202.6925,552.63,850.0,66.4,Satisfactory,Mumbai
19.695,91.6,46.6225,8.885,55.5025,7.0675,2.2725,0.44,7.3275,0.6525,,33.7,65.8525,1.0925,212.6575,652.7425,850.0,91.8,Satisfactory,Mumbai
16.255,90.1575,31.49,6.1225,37.6425,5.5925,2.1925,0.4575,8.3875,0.52,,33.5225,66.89,1.03,197.56,686.5275,850.0,90.4,Satisfactory,Mumbai
10.0,104.2075,25.0725,10.5875,35.68,12.465,2.1275,0.4,8.0475,0.52,,33.795,66.115,1.1075,203.7375,668.135,850.0,103.8,Moderate,Mumbai
19.2675,155.2025,20.1125,8.0925,24.5675,11.7925,1.4825,0.3925,8.4175,0.56,,34.0825,65.115,1.1,213.8725,583.52,850.0,137.4,Moderate,Mumbai
12.51,101.1675,15.86,7.115,22.965,10.765,1.6875,0.385,8.465,0.4475,,33.71,66.575,1.215,233.9975,440.8575,850.0,101.8,Moderate,Mumbai
17.6325,112.25,18.7125,7.1325,25.815,10.08,1.6025,0.41,7.5625,0.465,,33.19,67.7925,1.1175,239.8325,294.625,850.0,109.1,Moderate,Mumbai
25.51,157.65,17.115,7.1275,24.2425,8.6325,1.9475,0.4075,6.7625,0.4775,,32.2425,70.6725,0.9225,225.3675,149.815,850.0,139.0,Moderate,Mumbai
16.61,99.2,16.95,8.9625,25.8875,6.1575,1.9125,0.415,6.35,0.49,,30.91,73.9775,0.8275,225.21,52.2825,850.0,99.2,Satisfactory,Mumbai
12.255,63.795,8.0425,10.02,18.075,5.44,1.7925,0.4325,6.4075,0.475,,29.9675,77.4275,0.735,205.005,3.69,850.0,64.5,Satisfactory,Mumbai
9.1925,60.105,5.1925,10.1125,15.305,5.31,1.2175,0.4825,7.21,0.5325,,29.74,78.4775,0.79,198.6775,3.69,850.0,60.9,Satisfactory,Mumbai
